,text,sentiment
661,thing certain crypto stay thing leave people not manage risk manage market manage right strategy survive,1.0
662,  short    answer question send,1.0
663,China well find way water world run dry popuation grow expodentially rocket science,1.0
664,gettte ready school amp eat hot pocket yummyy,2.0
665,Ralph Nader Howie Hawkins Dr Jill Stein great leader,2.0
666,finkin,0.0
667,Glory Honor belong God Jesus Christ,2.0
668,dang Ward open chance free ice cream Windward far far away   menchie,1.0
669,Degen gamble feature officially live HINARIAI SOL continue set apart genuine steady growth evolve story     gjugmmtekuxphwmrgczmjnfuaphuwepypump,2.0
670,bore work,0.0
671,upload pic twitpic,1.0
672,use chat gpt hahaha,1.0
673,IPhone   update emergency IPhone ITune not connect ITune store complete request,0.0
674,today case yesterday like Duncan Sheik quotbarely breathingquot   fe viral infection,0.0
675,shout repeat instead realize offend catch guard,0.0
676,day    mnthsbought new jeanshave able   ride bike    busy get ready    mnth,0.0
677,hi m enjoy video m Singapore,2.0
678,dance flick job,2.0
679,finally find CALYPSO   Guy work proceed attempt coerce buy cig throw receipt store bedtime,0.0
680,thank AnimalWonders MontanaWatched home business pet sittingQDont liability insuranceIt imperative obtain,2.0
681,"ok gut glory brain   counter file win   row throw party 
 Edit   Counterclaim fail",0.0
682,great timing think ditch Pinterest lately,1.0
683,"sound LOUD 
 tip help thank",2.0
684,eye dog face tell think dog,1.0
685,beautiful   thank share,2.0
686,seemit FOC,1.0
687,kinda gutte vulnerable not set list,0.0
688,excellent message thank incredible work m grateful God retirement steady income huge success provide well life family year struggle,2.0
689,literally popular book not away free copy hotel room sort value,2.0
690,HILARIOUS   LOL,2.0
691,people step come clean admit not power,1.0
692,minor wobble yesterday son birthday bbq build party bbq young hospital get bit,0.0
693,work wonder natural curve line,2.0
694,pant month,1.0
695,fleshlight lube       zenjar,1.0
696,well undead sausage,1.0
697,talk thenfine,1.0
698,meme non consensually borrow episode number,1.0
699,bye bye rolex time good whilst last,2.0
700,bug like headrest look like cleopatra,0.0
701,looool greaaaat pic not face,0.0
702,yeah send direct message email address Ill send,1.0
703,favourite elevate athleisure think width optionscombination allow,2.0
704,resist catch twat need know setlist   Superexcitedcom,0.0
705,day lay pool hang,2.0
706,miss Besties Lovers   lt,2.0
707,open Warner Bros Hoo Rio II   directtovideo animate cocoa puff great chocolatey taste musical fantasy adventure film IMAX Theaters AMC Digital,2.0
708,hour   minute early,1.0
709,God win WWGWGA,2.0
710,thank namecheck plug book Toby   appreciated great work,2.0
711,thinking know kinda make feel like love,2.0
712,aright like chocolate red velvet good,2.0
713,read Eric LaRocca favorite   ghost book hahah,2.0
714,audiobook love listen voice read soothing,2.0
715,terrific video student research reason space exploration help classmate,2.0
716,dude   like cook,0.0
717,art class take teacher use pencil eraser eraser allow flow honestly fun find eraser anymore,2.0
718,yk crazy go read post laugh get eye open feel love fr,2.0
719,oh maybe ill come visit,1.0
720,m awake night u talk u not sleep,1.0
721,  hospital sigh wanna home n rest   iv makin cold,0.0
722,Tenho paixo por est voz e violo amo demais,2.0
723,Denofa smoke crystal run Denoofas,1.0
724,quotCan youu tell perfect love go wrongquot,0.0
725,People read Mandarin,1.0
726,stage   version quotThe Persistence Memoryquot Salvador Dali m work,1.0
727,morning s today,1.0
728,emergency room,1.0
729,bird look majestic,2.0
730,absolutely hear true account trail tear   read,0.0
731,live swindon move south want swindon big weekend friend,2.0
732,  millionaire,2.0
733,super super super grande grande grande Kevin de Bruyne super Pep Guardiola Super Manchester city,2.0
734,m track s happen book pay,1.0
735,noooo not want Hannah Montana end,0.0
736,good job,2.0
737,Anytime Ahad   today,1.0
738,come inputte   ignorant   ve bombard roman numeral study people play ear think Roman call chord progression,0.0
739,thank   great tip efficiency,2.0
740,like Alexander great mahatma gandi,2.0
741,yup s thing think   kinda acceptable reasonable proper lighting fill   u run away   tho,2.0
742,YESSSSSSSSSSSS,2.0
743,alllllll clean,2.0
744,cut wire individually not short cutter,1.0
745,great job explain thank,2.0
746,yay thank guy,2.0
747,m right babe   not u know m King Julian   xD HERO destroy world,2.0
748,cybersecurity thing easy use google spy find document legal long not share use way,1.0
749,welcome Vietnam place beautiful scenery peace delicious food handpinkwaving,2.0
750,not know Asmons editor documentary Cool,2.0
751,cool stinger,2.0
752,follow step build website buisness    abdaal,1.0
753,  well,2.0
754,change perspective look ai field,1.0
755,luff pic beautiful   hugs,2.0
756,listen   beautiful Akon chick RULE,2.0
757,holiday rest   work morrow,1.0
758,argue brilliant figure way overcome obstacle,1.0
759,Forgot   hour ahead EST   FABULOUS night   Dusseldorf Save memory eternity,2.0
760,day Xmas sound wonderful,2.0
761,business strategy   focus action competitive advantage differentiate result sustainable value,2.0
762,stop starbucksor gma cranky,1.0
763,Yume Kitasei   book standalone easy d book come later year look forward,2.0
764,YouTubecollege,1.0
765,yup young man,1.0
766,remember photo ID,1.0
767,well remember follow ill wolfshit ass,0.0
768,especially literally collaborate Chrysler,1.0
769,comfy pink juicy sweat   lt,2.0
770,"Ver el carro de rally y los JDM formado derrapando es una de las mejores toma 
 Y porsupuesto takumi coduciendo el  
 Vaya regalo de final",2.0
771,ugh not allergie medicine,0.0
772,lover Crows hear review wonder read book people like understand not like itbut definitely book read,0.0
773,lmao face look funnyyyyy,2.0
774,school make eat   pasta   yummihope ll taste good hahaor Ill joe pizza,2.0
775,not school ally,0.0
776,fj,1.0
777,university campus palestine protest kid adult talk,1.0
778,fav,1.0
779,yes m come need figure   NYC subway scary subway,0.0
780,guess go strait bed get home see Land Lost actually pretty good,2.0
781,trinken bei maddin party,1.0
782,surprised government take treasure like right historical finds,1.0
783,wow thank,2.0
784,yes slow tweet reverse lol Btw thak say lovely blush,2.0
785,Mmmm m starve stick work    Tom tour man text hi funny   x,2.0
786,listen music   dosnt think ben cut hair gtgt lonly   booo suck,0.0
787,cinematography simply breathtakingevery frame masterpiece,2.0
788,kiss goodnight,1.0
789,eww sand hair,0.0
790,good luck competition hope win day set awesome,2.0
791,wish sluttin w   waaaaaaaaahhhh,2.0
792,cute dog,2.0
793,summer skin care routine oily skin,2.0
794,awesome night,2.0
795,not work,0.0
796,fun djin   day   not pay free party good,2.0
797,love Janos szekely find lost book write read,2.0
798,Awsome Night Maxwell Point,0.0
799,usual word opposite happen   hello rain,0.0
800,nice,2.0
801,love video read powerless,2.0
802,yes   like version,2.0
803,ve go update ioniq   n line look amazing well list,2.0
804,"love project   look beautiful   fireplace absolute favorite 
 love house",2.0
805,miss good ol day,1.0
806,thx want use video background   find backgroundnot Minecraft parkour guy   find   save lot time effort  ,2.0
807,Doh good idea new video oomph time,0.0
808,encounter Siberia   Access deny,0.0
809,great job,2.0
810,cut fund sanctuary crime needle poop fill street,0.0
811,hurt ally,0.0
812,bot know come mislead title actually want laugh thought simple minded,1.0
813,Mr Dan thank m   year age energy goal help clear despite odd people think m ambitious,2.0
814,agree,2.0
815,like Jacob,2.0
816,reply    hahah,1.0
817,ok hard   xX,0.0
818,watch   Old gold,2.0
819,head AZ,1.0
820,survival mode bring unexpected moment ve document new seriesminecraft adventure Epic Survival Saga love longform survival content,2.0
821,think waay go sleep,1.0
822,time,1.0
823,nice try young lot drawing forget thank share trick possibility marijke,2.0
824,not clickbait genuinely fine color scheme,2.0
825,need   ppl follow   tell   send   plz thank,2.0
826,say use twitter fail badly FML,0.0
827,tummy tell biscuit gravy bad idea know d close,0.0
828,Yeaah stuff read Mags consider Bullshitt not worry love Youu,2.0
829,yes s freak hot   different,2.0
830,  ,2.0
831,make perfect sense give confidence learn thing ve write book beforejust start time,2.0
832,Kristen annoying love awkward,2.0
833,glad,2.0
834,nice,2.0
835,damage car m piss,0.0
836,super helpful thank video,2.0
837,Digital asset reserve,2.0
838,adventure time inro bird,1.0
839,mean different talent,1.0
840,thrive Ivory bloggingoh Saturday,1.0
841,Que Dios le de al que hizo este crimenno menos del que el hizo,1.0
842,get tho,1.0
843,not normally comment video vibe video editing style comforting love fellow sister Christ immediately sub love,2.0
844,dumb idiot weather machine,0.0
845,think AI enter new phase look company invest AI research budget good idea consult financial advisor personalized advice,2.0
846,omggg tran right good,2.0
847,puppy favourite love,2.0
848,not let elon XAIZ pass monumental moment history not want leave loop ground floor,2.0
849,tv   good holiday mate,2.0
850,work early go neice graduate PreK today OMG grow fast,2.0
851,scrabble fun pac man make nervous play stupid little ghost chase   play scrabble,0.0
852,m sooo sorry not follow   say ill pay let n suck   ill try good   you,0.0
853,haha love amp miss cosmo,2.0
854,Gunther coffee shop today,1.0
855,wow documentary show incredible nature watch penguin whale thrive wild place like Antarctica fill hope wonder,2.0
856,GIRL straight love silly,2.0
857,background music soothe make sleepy not focus video,2.0
858,great common sense approach thank put perspective,2.0
859,way home give twin atlantic miss not courtyard s twice ve miss,0.0
860,pl,1.0
861,damn miss barret,0.0
862,yay scrub day comedy central,2.0
863,son mike maignan,2.0
864,interesting video good example,2.0
865,vtyhdy,1.0
866,clip jonas quotfly mequot beautiful,2.0
867,congrat baby    btw   hair kind like quotplayoff beardquot   TDF wold final,2.0
868,hey mar miss   yeah   get to find stupidstupid school,0.0
869,beat tip use separate email vendor bank achieve complete security,1.0
870,mmmmm yeah history suckkkky Vietnam Hahaha wet hair dripping   x x x,0.0
871,miss david archuleta cook HUHU   miss soooo baaad,0.0
872,m drunk,0.0
873,get   watch thing ll miss specialness vid,1.0
874,hi smiti cum twitter pleaseee,1.0
875,  invite noooooow,1.0
876,plane fisrt earn YouTube second earn buisne stoke   year old,1.0
877,silk road lead wear silk underwear,1.0
878,welcome jungle,2.0
879,enjoy practice today feel bit tired not know,2.0
880,yea exactly think go easy m beginner say experience challenge beautiful look beginner yoga video anymore,2.0
881,sadly t live san diego,0.0
882,Unbelievable flow tentacle not showtheyre deadly weapon single touch fish paralyze doom consume Nature mesmerize ruthless thank capture stunning moment,2.0
883,beautiful day   wish Caen president Barack Obama,2.0
884,know     know,1.0
885,apply   car engineering apprenticeship uk help thx,2.0
886,earth not know anymore feel like friend stranger,0.0
887,paaacke   drinkyy friend leaave month,1.0
888,tip rich parent birth graphic designer,1.0
889,understand talk beam Earth Sun maintain   AU relativistic time dilation electron repel,0.0
890,awww cuuute black cat s   month old,2.0
891,not like bit surprised good ve see snow not,1.0
892,Aww,0.0
893,yeah see awesome photograph cease amaze,2.0
894,click browser yeah fave feature,2.0
895,cut funding homeless vet street,0.0
896,Ouvi pela primeira vez ontem encantada,1.0
897,nethaji Gandhi follower india,1.0
898,good morning dear d welcome comment blog,2.0
899,wanna ready,1.0
900,exam tomorrow favourite subject not bring study,0.0
901,happy belate birthday dude      right,2.0
902,information not productive,0.0
903,work play,1.0
904,arm bleed,0.0
905,guy come North Oregon year,2.0
906,good night sweet dreamz,2.0
907,wish   not know want bad m middle rehearsal play,0.0
908,cute   love new,2.0
909,unsubbe aislop,1.0
910,nkunku play like notice period,1.0
911,wish let know s responsibility legally responsible,1.0
912,shoppppppe w mommmmy,1.0
913,Whaat not think ill able,0.0
914,"hi thank watch 
   BEST playlist find Relaxation Healing Quiet Days 

  Forest   Soundcapes 


  Switzerland 


  Nature Morning   Quiet day 


  Calm Music 


  Animals 


  ocean",2.0
915,lol   ty,2.0
916,m fine ruin book like bible,0.0
917,actually find   BTC   sound small real find short channel,2.0
918,thing good   Spring make restless,2.0
919,arm burn,0.0
920,wake   Sunday mean crazy amount free time apparently realise hour day,2.0
921,m sooo bore come play,0.0
922,Great Cover,2.0
923,course topic,1.0
924,especially etihad,1.0
925,day m go work like look   sincerely Mizz Nina e,2.0
926,consider monster painter,0.0
927,ye baby software issue sort way start week,2.0
928,clearly explain wow,2.0
929,thank,2.0
930,trust ve like week far go tonight good,2.0
931,grab bottle water run work perfectly,2.0
932,yo quiero un perrito,2.0
933,color nail beige color let know,1.0
934,want train Long Island,1.0
935,know listen grey dull Chester lash Liverpool   get wet come work,0.0
936,accomplishment,2.0
937,look forward rainy weekend,0.0
938,u yellin boom boom u poom poom,1.0
939,link not confirmation   release time,1.0
940,tent,1.0
941,best car reviewer good dress guy fresh,2.0
942,link not work hon,0.0
943,amazing nat,2.0
944,Motivation spark fire discipline keep burn,2.0
945,love song quotspeed dialquot quotwelcome hollywoodquot totally great,2.0
946,german sell japanese car New York,1.0
947,download shader parkour map parkour spiral record bruh,1.0
948,u not watch vid havnt u,1.0
949,Divoom Pixoo   google like,2.0
950,m surprised Battle Atlantic not,1.0
951,Omg think eat bad Stomach fuck kill   lame m go bed,0.0
952,noooooo hour u cruel hahahaha jk,0.0
953,great meet   God Bless,2.0
954,good good trick get like work,2.0
955,"like know find car   sticker 


 realize post",1.0
956,Runway Magazine interview super geeke Wish kid luck   xoxo,2.0
957,week go hope,0.0
958,  u stil ur ipod,1.0
959,love dog friend,2.0
960,try accept wing go to win get home turn game look good,0.0
961,watch quotYes Manquot Jim Carrey amazing couple part quotWhoahquot good,2.0
962,Commercial Trader Joes    think look like   yay tj,2.0
963,super helpful thank,2.0
964,solid series mental health video ve find YouTube change lot life integrity work science base great demeanor make pleasure listen,2.0
965,song unbelievably clever tone voice rhythm guitar make sound like beautiful romantic love song listen lyric deep painful love Hozier s incredible artist,2.0
966,house clean stage ask people   spider die process,1.0
967,song,1.0
968,gah suffer sister attempt quotplayquot guitar,0.0
969,tell refer,1.0
970,quoti love laughquot mary poppin thank,2.0
971,alive miss,2.0
972,reason ask question irish people generally dislike english people government kingdom surprised irish individual like significant german ancestry comment positive like appreciate,2.0
973,think Ill London year anywayshopefullyxDuh not come u GDcause school,0.0
974,good morning,2.0
975,second day detox cave night nutella toast    Feelin strain continue Moulin Rouge,1.0
976,l praise   God   amazing creation,2.0
977,ur pretty,2.0
978,Gak pernah kecewa nonton video kamu Selalu bermanfaat dan seru dp k di,1.0
979,throw Whitmer bus play Trump,0.0
980,make sad lose follower today    goshmaybe m take twitter thing seriously   LOL,0.0
981,welcome Melbourne,2.0
982,musicmonday King Blues bolder,1.0
983,Questa donna dice bugie se va tutto bene come dice come mai democratici anno preso una sonora sconfitta,1.0
984,lad live life,2.0
985,m graphic designer aspire graphic designer love video engineer like watercolor find inspire watch people discuss art design fascinating,2.0
986,miss   want,2.0
987,ahhhhh not wait till Friday tweet possible time ill    s ok yur fav,2.0
988,life change storykeep upgood luck,2.0
989,"Brock Lesnar Guy 
 sure m sure   hour unused footage",1.0
990,stay social medium true goal,1.0
991,listen radio     not ticket   live swindon gutted   excited hear neyo ndubz,2.0
992,comment,2.0
993,discriminate work,0.0
994,get exam soon,1.0
995,poor son circumcise right,0.0
996,m surprised mention stumble client testimony CNBC news week,1.0
997,love video   speed need adjust speed watch,2.0
998,SOOOOO excited iPhone     Windows Mobile,2.0
999,funny,2.0
1000,comparison amp Gruaud Larose great,2.0
1001,deal dead budgie,1.0
1002,leave itouch Melindas purse night   rock gig rediscover old music like   s debut be not,2.0
1003,fleamarket Nick amp lunch,1.0
1004,mystic soooo nice peaceful remind classic american town s tv show yup mystic fall lmaoo,2.0
1005,fact introduce like not know queen,1.0
1006,thought similar project Chaco close land Taromenane Tagaeri humanitarian safe zone ecological illegal logging push away land logger kill,0.0
1007,good think m go book,2.0
1008,fave   will not look   hope Mikey sing Steo amp Ro wait amp xx,2.0
1009,tell Kimberly tell,1.0
1010,city pick laptop squeeze painting,1.0
1011,Jack Spades away get Royal Flush,1.0
1012,ok not believe literally recommend exactly look talk hex jenni fagan lol thank,2.0
1013,nice society far,2.0
1014,accidentally leave Bose headphone time dead battery   noisy flight quickly luxury necessity,0.0
1015,resave mean,1.0
1016,day complain,1.0
1017,chlle atdi gna chiill home maro maybe taco truck money possibly friend band practice,1.0
1018,"Donald Trump Trumps America 
 rest world Chuckles m danger",0.0
1019,leg arm painful day sun,0.0
1020,thank,2.0
1021,happy try hump,2.0
1022,funny,2.0
1023,lose help find good home,0.0
1024,hey hear ustream tonight want enjoy performance like stylekeep,2.0
1025,   think come New Heaven New Earth gloriously beautiful peaceful,2.0
1026,"govt horrible 
 vote 
 yes",0.0
1027,m feel overwhelmed english coursework revision,0.0
1028,pretty happy thing change past   monthsdefinitely good,2.0
1029,"global warming 

 come mention pollution add atmosphere space rocket",0.0
1030,good advice give lol,2.0
1031,celebrate new pr glass wine,2.0
1032,  s crazy   woulda love hear poem,2.0
1033,quotusable happiness product simple use make smile time use itquot gt Macbook Pro    mac,2.0
1034,aw man wish go bad m continent,0.0
1035,goal not end reach,1.0
1036,Toyotas legendary reliability smooth electric performance BZX strong contender fast DC charge speed significantly improve usability reduce downtime long trip make convenient highway travel urban commute,2.0
1037,thank teach add video Microsoft   administration,2.0
1038,fuck today   gay life hard guess ill spend money today,0.0
1039,s big audience InvestFest great time,2.0
1040,single word     Finance paper class worried   month write want,2.0
1041,fuck hate   m gtlt,0.0
1042,Verdad,2.0
1043,chea dude wassup witcha,1.0
1044,"safe fly truly scary 
 people die 
 condolence family loss love one",0.0
1045,brand available EU near zero repair center,0.0
1046,hi Jon,1.0
1047,unfortunately putler way protect s beautiful Russia shame destroy people petty selfish cause,0.0
1048,yeah ve start,1.0
1049,got delightful fridge magnet app iPhone,2.0
1050,eat good food help skin,2.0
1051,lol big free yousendit lol split,1.0
1052,move nuclear bomb yr ago,1.0
1053,IM good have LAZY SUNDAY   ENJOY BEAUTIFUL weather,2.0
1054,HEYYYYY thank find channel,2.0
1055,go talk cool thing,2.0
1056,Party ballin learn dance correctly convenient,2.0
1057,  ugh kathleen street bad street town welfare people life bad bunch,0.0
1058,awwww maddy go,0.0
1059,good beautiful world God bless animal people save,2.0
1060,different file call music csv vgsalescsv file link,1.0
1061,hear Kyle Buschs pr people look,1.0
1062,great video tip beat point sub,2.0
1063,stock share,1.0
1064,Hahaha love young people meeting,2.0
1065,not trust guy,0.0
1066,aww miss cat   home visit soon,0.0
1067,want rmbr,1.0
1068,dog tug watermelon cute,2.0
1069,ha s true carnal man,1.0
1070,need cowbell good thing m see blue yster cult BB king tonight,2.0
1071,favorite video youtube,2.0
1072,exactly sir huge breakthrough,2.0
1073,beautiful day drop light paper,2.0
1074,lose AST stuff try Motes test pass test super brittle,0.0
1075,yum gummy worm,2.0
1076,good picture m,2.0
1077,want giant ice spider hear Antarctica,1.0
1078,go bed feel today get fever,0.0
1079,plz let know font video,1.0
1080,study AP world rn,1.0
1081,ok ok Habs gerade bestellt,1.0
1082,old   F look unassuming v like   hp,1.0
1083,totally depend drape,1.0
1084,ve appreciate RFKs speech MLKs death speak white man black crowd civil right leader murder manage speak calmly inspire,2.0
1085,oh girl soooo cute amp major flirt   not number,2.0
1086,love baby girl,2.0
1087,happy Birthday nephew totally suck not party,2.0
1088,Abe Throughway,1.0
1089,yo ire,1.0
1090,come   past week Manc train   aswell sooo worry,0.0
1091,booo lol gr meet today mebbe c u morrow,2.0
1092,decide watch night museum good decision cuz hilarious cherub cute,2.0
1093,welcome,2.0
1094,rumour nice   not sad wonderful person   xxx,2.0
1095,let m,1.0
1096,rightvehicle wash time cuppa paperwork hope have good Saturday far,2.0
1097,sososo lucky,2.0
1098,cat,1.0
1099,idea different email address financial account brilliant   easy setup effective help identify phishe message   thank tip,2.0
1100,study compute yearbring feck change plant science   year,1.0
1101,noob people start shout Tom play song masterpiece Beethovens Fr Elise   kid not know s board enjoy,2.0
1102,human fine unwelcome colony ant deal go,1.0
1103,happen,1.0
1104,remember believe Earth spinning spaceball float expand universe,1.0
1105,look like shit,0.0
1106,thank share inspiration,2.0
1107,good morning,2.0
1108,cagematch,1.0
1109,not wait weekend away,2.0
1110,vg protect evil eye,1.0
1111,Fhvjckc,1.0
1112,excellent    m good thank   yeah wait launch   new program marketing system m,2.0
1113,hand luck lose jackpot sad day,0.0
1114,hi mam kiya apse online consulting kar sakte hai,1.0
1115,gynyr csodlato az utbbi idk legszebb koncertje s mg mindig van egy jabb TOPkszi,2.0
1116,laughter help adopt kitten laugh,2.0
1117,hahaha hope notice,1.0
1118,damn hot Temperature wise work experience   far good,2.0
1119,jol donnt feelo gooood   justt takin dogey cokeecainee errrgghhhhhh,0.0
1120,get spit water,0.0
1121,follow ma bf,1.0
1122,Jst get pull speedin Indiana,1.0
1123,weekend beach great surf   break fin great people great view   word   awsome,2.0
1124,m k,1.0
1125,gps cell phone addy,1.0
1126,college ATM   weather awesome tho,2.0
1127,cheer spot   not find App Store,2.0
1128,Scorchio san garden   summer finally arrive,1.0
1129,thank help start morning right,2.0
1130,good music actually,2.0
1131,pot psychology   watch week   dumb reason not commentaccount disable,0.0
1132,"consider amateur historical documentary buff love video 
 thank come",2.0
1133,love   Season    m late party,2.0
1134,ok Ill today,1.0
1135,Minnesota,1.0
1136,poorly   class   happy camper,0.0
1137,m jealous early work ass project school,0.0
1138,know,1.0
1139,XIANGOSHU,1.0
1140,SPF   sentosai dark,0.0
1141,hear fedora time try m disappointed   switch ubuntu,0.0
1142,london biggin hill,1.0
1143,Se ve muy real,1.0
1144,tint plz,1.0
1145,  mos contract current iphone not upgrade,1.0
1146,temp drop   come save garden   get damned thing ground yesterday,0.0
1147,Las piedras las pegaste con base coat,1.0
1148,obviously live Alaska radio station,1.0
1149,Nice Pic big happy family,2.0
1150,stream webhushcom Actually lagging like   delivery    Malinga suck   run,0.0
1151,"hi thank Listening Watching 
 nice weekend 

 Richard 

  backup channel 
  nature sound 
  Piano 
  K video",2.0
1152,thank Chris realise fool m dream n stop learn matter old feel,2.0
1153,great overview find history fascinate video wonderful job encapsulate complexity significant event World War thank share detailed content,2.0
1154,VBS day go day   time catch breath n rest tomorrow   day come,2.0
1155,like fall American Republic rise American Empire,1.0
1156,YO WADDUP HOMEDOG ARIEL,1.0
1157,like headphone,1.0
1158,oh   hope get well soon,2.0
1159,Meridian think week,0.0
1160,OMG follower thank haha want d guy feel like  ,2.0
1161,find glue cow horse,1.0
1162,tea plain good   white green oolong black plant know,2.0
1163,thrill June badass   blunke,2.0
1164,XAIZ far x,1.0
1165,music universal language not border d,2.0
1166,fast schoolbus ve see thing huge,2.0
1167,prob juuuuust fine shot oh fun night,2.0
1168,Dar tu,0.0
1169,OMG   year old young artist inspire thank watch day,2.0
1170,hahaha yeah busy gloating win swear smile plaster face,2.0
1171,m road Bentonville,1.0
1172,s oily,0.0
1173,dream plan   Awesome,2.0
1174,simply superb,2.0
1175,lol not blame go horribly wrong wedding get ring s need   lol,1.0
1176,beautiful Metal singer trance   Sharon rulez,2.0
1177,oc good everrrrrrrrrrrrrrrrrrrrr,2.0
1178,fail mock driving test ill failin ass not start revisionn   soo sunny olt,0.0
1179,need today thank Namaste,2.0
1180,hope pick snakeskin one,1.0
1181,remind m quarterback anymore m coach think new leader easy time transition mind set need run great team,2.0
1182,clickbait not gun thumbnail,0.0
1183,m art kit show,2.0
1184,get cut grass,1.0
1185,feel good wish cuddle man,0.0
1186,omg lucky bum   Canada miss awesome event like Lolz date tmr,2.0
1187,l,2.0
1188,TOTALLY   say,1.0
1189,thank,2.0
1190,guy find forbidden ebook call void Power ll todays business guru actually money trust,1.0
1191,watch ncis,1.0
1192,maybe hire freelance narrator,1.0
1193,hi new art god,2.0
1194,German not read     congrat anway,2.0
1195,prayer card soak coffee,1.0
1196,thank Jose tip,2.0
1197,milo cidade intwressante e animada Moda ecltica   e linda Casacos espetaculare Obrigada,1.0
1198,mere aage ke bal tute hai kya karu,1.0
1199,thansk tip,2.0
1200,AWOOOOGAHHHHHH heheee hope decently price breakfast real quick David,2.0
1201,America need China China need America,1.0
1202,skeptical ask Google AI say bird stay air year land make s video AI wrong,0.0
1203,sure,1.0
1204,"king 
 thank",2.0
1205,pretty,2.0
1206,ooo author,1.0
1207,wait,1.0
1208,lol,1.0
1209,learn live moment Goodnight,2.0
1210,nice morning flow open start day,2.0
1211,hello friend hope enjoy practice like know film Alicante mountain background call Aitana high Alicante,2.0
1212,m sorry have bad day    look need knuckle sandwich,0.0
1213,finally get pit,1.0
1214,yep   est website watch supernatural season   yesterday x go FOH th,1.0
1215,crucify brother sister gender age group weapon create hunt eat food sem   etc dirty kill egg baby,0.0
1216,funniest video see long time   splitting,2.0
1217,not find guitar hero dnw play rockband,0.0
1218,tired happy excite love,2.0
1219,know right   formal education music theory selftaught basically find scale chart guitar magazine   year ago ve figure scale interval individual basis spell,1.0
1220,busy week miss twitter Night Tomorrow come,0.0
1221,Jones Jessica Martin Thomas Brown Matthew,1.0
1222,NYC miss wait,1.0
1223,wish watch   fun,2.0
1224,best time learn try skateboard,2.0
1225,dead like   coo,1.0
1226,bro use apk,1.0
1227,Malcolm watchlove kid love good old Oz flick,2.0
1228,nah son jump community game server multitude game sound exciting travel world surf internet,2.0
1229,hair sleep sleep silk cap,1.0
1230,frickin cereal Biden,0.0
1231,miss late flame oh,0.0
1232,mean YouTube directly pay video money ad video provide YouTube allow monetize give song entirely possible monetize,1.0
1233,quotyoure lucky famous talented way Tom Fletcher notice   quot   oh boohoo,2.0
1234,ok ya week,2.0
1235,congratulation ill definitly vote,2.0
1236,Wah m work hot   wanna parknic,2.0
1237,Josh kelly concert tomorrow house blue,1.0
1238,awake barely snuggle bed kitty get ready annoying day work,0.0
1239,fact,2.0
1240,new blackberry great   thx mamah love u   btw itz bummer coz itz week exam,2.0
1241,precious baby,2.0
1242,yay glad okay   enjoy cheesecake cumb,2.0
1243,refreshing hear sustainable customerfocused growth instead quick hacksbuilde solid foundation definitely key longterm success integrate datadriven decision deep understanding audience win combination thank actionable advice,2.0
1244,happy Roland Garos new champion time    Bored nadal,2.0
1245,love Sydney,2.0
1246,kennywood amazing ppl,2.0
1247,love home love maximize space keep main living area open great job fireplace love,2.0
1248,direct message,1.0
1249,happy Birthday Ta ice cream,2.0
1250,pragmatic analysis,2.0
1251,feel girl perspective,1.0
1252,pray watch video successful life,2.0
1253,go KL invite,1.0
1254,Sir good teacher come star,2.0
1255,good mornin pip,2.0
1256,awesome video professor,2.0
1257,have lazy day garden love sun today,2.0
1258,Ausfahrt actually big city Europe road sign city cover Germany Austria Liechstenstein quarter Switzerland tiny Lusembourg small Belgium,2.0
1259,great video include playlist digital citizenship think people learn safety measure school internet safe place,2.0
1260,call finish work Battles   hate Twiiter BOO come fagbook doome news,0.0
1261,comment absolute good ve see LMAOOOO,2.0
1262,Pwease come Melbourne,1.0
1263,Sooo ready movie   bad date bc reject,0.0
1264,Fay Lake,1.0
1265,k later like   m tired lol,1.0
1266,have fun   m happy db,2.0
1267,hard watch essential list hope learn collective past well,2.0
1268,need lose weight eat lately,1.0
1269,here late tune    leave comment,1.0
1270,time use makeup wipe LMAOOOO,2.0
1271,SouthKorea voice talk not sound situation,0.0
1272,make look easy easy,1.0
1273,"Friday 
 grateful",2.0
1274,Brilliant,2.0
1275,wanna longboard rain ughhhhhh,0.0
1276,sort room seriously bored want play   s work come x,0.0
1277,refrigerate,1.0
1278,  m blow away prediction China translate economic military try dominate Asia consider territorial dispute East South China Sea Great video,2.0
1279,ghastly paperwok report   home,0.0
1280,not sleep,0.0
1281,"track spending net worth change time god eye view 
  track performance project",1.0
1282,lmfao   love yoult,2.0
1283,s bro spur good tonight   nice avatar pic lunch dinner haha,2.0
1284,"m write novel not know post online yk 
 idea like fanous platform",1.0
1285,ouch ve manage hit eat cupboard door argh,0.0
1286,lazy dayzzzz jona premiere tonight,1.0
1287,care,1.0
1288,m sick eatte cheap mint r soo good   mhmm,2.0
1289,fucking early,0.0
1290,you get great taste fine film,2.0
1291,tip forget mention let know tip fellow designer,1.0
1292,slick micro documentary,2.0
1293,nothin like m kinda freakin pretty bad,0.0
1294,"answer question 

 yes IM 
 thank great video",2.0
1295,thank charlii,2.0
1296,wow great,2.0
1297,stop post scam shit,0.0
1298,day dollar   not want work,0.0
1299,bro m Narnia,1.0
1300,cyber attack cost life,0.0
1301,scary time live,0.0
1302,ticket   sort   eeee excitedddd,2.0
1303,m car mean,1.0
1304,haha true,2.0
